method,method_role,cproj_k_mode,controlled_seed,init_sha256,base_learning_rate,matrix_learning_rate,final_val_step,final_val_loss,best_val_step,best_val_loss,final_train_step,final_train_loss,val_curve_mean,official_train_time_s,timed_updates,timed_tokens,timed_tokens_per_s,peak_memory_allocated_mib,k_cov_bytes,k_inv_bytes,k_state_bytes,activation_stat_bytes,precond_workspace_bytes,total_precond_bytes,optimizer_state_bytes,model_parameter_bytes,checkpoint_bytes,validation_points,train_points,evidence_profile,formal_evidence,evidence_valid,val_loss_step_1000,val_loss_step_3000,val_loss_step_4400,val_loss_step_6200,step_to_val_loss_3p6,tokens_to_val_loss_3p6,train_time_s_to_val_loss_3p6,step_to_val_loss_3p5,tokens_to_val_loss_3p5,train_time_s_to_val_loss_3p5,step_to_val_loss_3p4,tokens_to_val_loss_3p4,train_time_s_to_val_loss_3p4,step_to_val_loss_3p3,tokens_to_val_loss_3p3,train_time_s_to_val_loss_3p3,quality_usable,memory_usable,timing_usable,reason,run_name,wrapper_wall_elapsed_s,official_log_path,checkpoint_path,derived_script_sha256,r1_depth_contract,depth_rule,selected_cproj_k_mode,selected_cproj_layers,unselected_cproj_k_mode,seed,tail5_val_loss,normalized_val_auc,run_manifest_path,metrics_path,kind,rule,mode
late_none,"depth_rule=late;selected_layers=4,5,6,7,8,9,10,11;selected_mode=none;unselected_mode=block4",none,2025,0abcd1466c19b502419173203779819e00d30996f4b235cb131d20641da3696a,0.004,0.0004,6200,3.2629,6200,3.2629,6200,3.356,3.617637096774193,7388.143,6168,3233808384,437702.46244556986,38592,122683392,122683392,245366784,122683552,821035008,1189085344,893884420,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7232,3.4604,3.3952,3.2629,1600,838860800,1879.161,2500,1310720000,2958.255,4300,2254438400,5112.731,5600,2936012800,6670.691,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_late_none_seed2025_20260807T062654+0000,11504.681527219713,PRIVATE_PATH_REDACTED,,0ab1cee1103a773d9e97d67d85be27e4118189a82a27829630d70f5fad1b1db6,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",late,none,"[4, 5, 6, 7, 8, 9, 10, 11]",block4,2025,3.2712599999999994,3.617637096774193,results\seed2025_shard0\20260807T062654+0000_formal_seed2025\mainconf_r1_depth_kmode_late_none_seed2025_20260807T062654+0000\run_manifest.json,results\seed2025_shard0\20260807T062654+0000_formal_seed2025\mainconf_r1_depth_kmode_late_none_seed2025_20260807T062654+0000\r1_metrics.csv,depth_rule,late,none
block4,matched_official_block4_anchor,block4,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2626,6200,3.2626,6200,3.3504,3.6168258064516134,7371.069,6168,3233808384,438716.33598871477,39168,198180864,198180864,396361728,198181056,1274019840,1868562624,1044879364,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7234,3.46,3.3942,3.2626,1600,838860800,1873.892,2500,1310720000,2949.718,4300,2254438400,5100.178,5600,2936012800,6654.095,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_block4_seed2026_20260808T015847+0000,11472.672973768786,PRIVATE_PATH_REDACTED,,d4368715bb64d6ad89509876c4d7f28773fa4dd567accca09405ff34e74220f5,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",,,,,2026,3.27078,3.6168258064516134,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_block4_seed2026_20260808T015847+0000\run_manifest.json,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_block4_seed2026_20260808T015847+0000\r1_metrics.csv,anchor,anchor,block4
muon,matched_official_muon_anchor,muon,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.0036,0.00036,6200,3.2774,6200,3.2774,6200,3.3712,3.6335112903225806,7238.958,6168,3233808384,446722.9101204897,37703,0,0,0,0,0,0,648517636,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7441,3.48,3.4148,3.2774,1700,891289600,1957.126,2700,1415577600,3131.427,4600,2411724800,5361.308,5800,3040870400,6769.568,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_muon_seed2026_20260808T015847+0000,11350.025164010003,PRIVATE_PATH_REDACTED,,4ceb0c921e9ed1bfd992aa141f7c7b1c447fde753c7f00e8a3ebe3a1165788ea,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",,,,,2026,3.2860199999999997,3.6335112903225815,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_muon_seed2026_20260808T015847+0000\run_manifest.json,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_muon_seed2026_20260808T015847+0000\r1_metrics.csv,anchor,anchor,muon
all_diag,"depth_rule=all;selected_layers=0,1,2,3,4,5,6,7,8,9,10,11;selected_mode=diag;unselected_mode=block4",diag,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2622,6200,3.2622,6200,3.3479,3.616958064516129,7351.28,6168,3233808384,439897.32182694715,38304,85082112,85082112,170164224,85082304,707788800,963035328,818681860,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7222,3.458,3.3936,3.2622,1600,838860800,1869.369,2400,1258291200,2822.842,4200,2202009600,4968.776,5600,2936012800,6636.822,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_all_diag_seed2026_20260808T015847+0000,11458.717279190198,PRIVATE_PATH_REDACTED,,99f649d7e859362cde29a7ea73b15b77550ebf17fe7a14ae1ae4c6397e11df67,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",all,diag,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",block4,2026,3.27044,3.6169580645161297,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_all_diag_seed2026_20260808T015847+0000\run_manifest.json,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_all_diag_seed2026_20260808T015847+0000\r1_metrics.csv,depth_rule,all,diag
all_none,"depth_rule=all;selected_layers=0,1,2,3,4,5,6,7,8,9,10,11;selected_mode=none;unselected_mode=block4",none,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2674,6200,3.2674,6200,3.356,3.6257225806451605,7395.176,6168,3233808384,437286.19629877637,38304,84934656,84934656,169869312,84934800,594542592,849346704,818386948,494128128,0,63,6200,formal_no_checkpoint,True,True,3.734,3.4657,3.4003,3.2674,1600,838860800,1880.8,2500,1310720000,2960.539,4500,2359296000,5357.501,5700,2988441600,6795.843,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_all_none_seed2026_20260808T015847+0000,11523.229498477653,PRIVATE_PATH_REDACTED,,ed6a89f2b7dda8727a4105d3bd3c58ff219787c94f0463fd8e1eb79dda3f7375,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",all,none,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",block4,2026,3.27574,3.6257225806451605,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_all_none_seed2026_20260808T015847+0000\run_manifest.json,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_all_none_seed2026_20260808T015847+0000\r1_metrics.csv,depth_rule,all,none
center_diag,"depth_rule=center;selected_layers=2,3,4,5,6,7,8,9;selected_mode=diag;unselected_mode=block4",diag,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2619,6200,3.2619,6200,3.3549,3.6154927419354825,7409.211,6168,3233808384,436457.8608977393,38592,122781696,122781696,245563392,122781888,896532480,1264877760,894081028,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7193,3.4587,3.3932,3.2619,1600,838860800,1883.983,2400,1258291200,2844.453,4300,2254438400,5127.215,5600,2936012800,6689.097,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_center_diag_seed2026_20260808T015847+0000,11534.938549982384,PRIVATE_PATH_REDACTED,,00fcabeda94e1ba8aa9b4be765786f5f9f4a340ad588c95184efbf4fbb5129c1,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",center,diag,"[2, 3, 4, 5, 6, 7, 8, 9]",block4,2026,3.2702199999999997,3.6154927419354834,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_center_diag_seed2026_20260808T015847+0000\run_manifest.json,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_center_diag_seed2026_20260808T015847+0000\r1_metrics.csv,depth_rule,center,diag
center_none,"depth_rule=center;selected_layers=2,3,4,5,6,7,8,9;selected_mode=none;unselected_mode=block4",none,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2658,6200,3.2658,6200,3.36,3.6215016129032254,7366.999,6168,3233808384,438958.71086720657,38592,122683392,122683392,245366784,122683552,821035008,1189085344,893884420,494128128,0,63,6200,formal_no_checkpoint,True,True,3.727,3.4637,3.3987,3.2658,1600,838860800,1869.265,2500,1310720000,2942.765,4400,2306867200,5211.614,5600,2936012800,6648.311,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_center_none_seed2026_20260808T015847+0000,11469.68407647498,PRIVATE_PATH_REDACTED,,4fc159909505de20aebe3bc3bd45e50b96156a23dcdebd7451d7a5d25f4139db,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",center,none,"[2, 3, 4, 5, 6, 7, 8, 9]",block4,2026,3.27412,3.6215016129032267,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_center_none_seed2026_20260808T015847+0000\run_manifest.json,results\seed2026_shard1\20260808T015847+0000_formal_seed2026\mainconf_r1_depth_kmode_center_none_seed2026_20260808T015847+0000\r1_metrics.csv,depth_rule,center,none
early_diag,"depth_rule=early;selected_layers=0,1,2,3,4,5,6,7;selected_mode=diag;unselected_mode=block4",diag,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2621,6200,3.2621,6200,3.3552,3.6164024193548387,7429.581,6168,3233808384,435261.20571267745,38592,122781696,122781696,245563392,122781888,896532480,1264877760,894081028,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7221,3.458,3.393,3.2621,1600,838860800,1888.907,2400,1258291200,2852.278,4200,2202009600,5021.355,5600,2936012800,6707.497,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_early_diag_seed2026_20260808T015558+0000,11562.333017934114,PRIVATE_PATH_REDACTED,,3f7f27a18cd858cb3e3fc570bcb24120d8a1cbdd33e82d234c20655ae007c20e,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",early,diag,"[0, 1, 2, 3, 4, 5, 6, 7]",block4,2026,3.2703599999999993,3.6164024193548387,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_early_diag_seed2026_20260808T015558+0000\run_manifest.json,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_early_diag_seed2026_20260808T015558+0000\r1_metrics.csv,depth_rule,early,diag
early_none,"depth_rule=early;selected_layers=0,1,2,3,4,5,6,7;selected_mode=none;unselected_mode=block4",none,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2665,6200,3.2665,6200,3.3584,3.623649193548388,7395.313,6168,3233808384,437278.0954639783,38592,122683392,122683392,245366784,122683552,821035008,1189085344,893884420,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7296,3.4645,3.3995,3.2665,1600,838860800,1877.232,2500,1310720000,2955.069,4400,2306867200,5234.2,5600,2936012800,6674.911,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_early_none_seed2026_20260808T015558+0000,11503.30515111424,PRIVATE_PATH_REDACTED,,a2042f3eaf5d06d7ea10a10c27923adf0762c61fc6cffb2d9cda94a184eb8e37,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",early,none,"[0, 1, 2, 3, 4, 5, 6, 7]",block4,2026,3.27478,3.623649193548388,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_early_none_seed2026_20260808T015558+0000\run_manifest.json,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_early_none_seed2026_20260808T015558+0000\r1_metrics.csv,depth_rule,early,none
edge_diag,"depth_rule=edge;selected_layers=0,1,2,3,8,9,10,11;selected_mode=diag;unselected_mode=block4",diag,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2633,6200,3.2633,6200,3.3529,3.617887903225806,7389.43,6168,3233808384,437626.228816025,38592,122781696,122781696,245563392,122781888,896532480,1264877760,894081028,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7233,3.4596,3.3946,3.2633,1600,838860800,1879.392,2500,1310720000,2957.665,4300,2254438400,5113.685,5600,2936012800,6671.083,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_edge_diag_seed2026_20260808T015558+0000,11501.126823065802,PRIVATE_PATH_REDACTED,,3d44f091f5746b47fc51eb60917e4e5e7c636bc0db65d57cc9d925ada49705ae,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",edge,diag,"[0, 1, 2, 3, 8, 9, 10, 11]",block4,2026,3.2715400000000003,3.617887903225806,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_edge_diag_seed2026_20260808T015558+0000\run_manifest.json,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_edge_diag_seed2026_20260808T015558+0000\r1_metrics.csv,depth_rule,edge,diag
edge_none,"depth_rule=edge;selected_layers=0,1,2,3,8,9,10,11;selected_mode=none;unselected_mode=block4",none,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2662,6200,3.2662,6200,3.3578,3.6234580645161287,7397.114,6168,3233808384,437171.6299086374,38592,122683392,122683392,245366784,122683552,821035008,1189085344,893884420,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7318,3.4647,3.3985,3.2662,1600,838860800,1879.458,2500,1310720000,2958.415,4400,2306867200,5239.151,5600,2936012800,6678.726,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_edge_none_seed2026_20260808T015558+0000,11505.130424953997,PRIVATE_PATH_REDACTED,,1bfa2ebda0724eb8adc470c421e9aee7ffda4a304746a9ab6150ab9ab733a10b,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",edge,none,"[0, 1, 2, 3, 8, 9, 10, 11]",block4,2026,3.2745000000000006,3.6234580645161296,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_edge_none_seed2026_20260808T015558+0000\run_manifest.json,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_edge_none_seed2026_20260808T015558+0000\r1_metrics.csv,depth_rule,edge,none
late_diag,"depth_rule=late;selected_layers=4,5,6,7,8,9,10,11;selected_mode=diag;unselected_mode=block4",diag,2026,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,0.004,0.0004,6200,3.2625,6200,3.2625,6200,3.3521,3.6166491935483873,7391.839,6168,3233808384,437483.60644759715,38592,122781696,122781696,245563392,122781888,896532480,1264877760,894081028,494128128,0,63,6200,formal_no_checkpoint,True,True,3.7212,3.4597,3.3942,3.2625,1600,838860800,1881.767,2500,1310720000,2960.776,4300,2254438400,5116.64,5600,2936012800,6673.745,True,True,False,R1 depth is a quality/mechanism experiment; multiple physical GPUs may train concurrently on the same node,mainconf_r1_depth_kmode_late_diag_seed2026_20260808T015558+0000,11501.90648972243,PRIVATE_PATH_REDACTED,,c6c6639cde2be5894ec4cc5b9627ba636fd423ee073d4fdba41d68d0ecaa578d,"{'rules': {'early': [0, 1, 2, 3, 4, 5, 6, 7], 'center': [2, 3, 4, 5, 6, 7, 8, 9], 'late': [4, 5, 6, 7, 8, 9, 10, 11], 'edge': [0, 1, 2, 3, 8, 9, 10, 11], 'all': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}, 'selected_modes': ['none', 'diag'], 'unselected_cproj_mode': 'block4', 'anchors': ['block4', 'muon'], 'seeds': [2024, 2025, 2026], 'primary_endpoint': 'validation loss at step 6200', 'primary_contrast': 'within-seed, within-rule diag minus none', 'secondary_endpoints': ['tail-5 validation mean', 'normalized validation AUC', 'K-state bytes', 'optimizer-state bytes', 'peak allocated memory'], 'checkpoint_policy': 'disabled; approximately 10 GiB per run avoided', 'timing_usable': False}",late,diag,"[4, 5, 6, 7, 8, 9, 10, 11]",block4,2026,3.2708199999999996,3.6166491935483873,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_late_diag_seed2026_20260808T015558+0000\run_manifest.json,results\seed2026_shard0\20260808T015558+0000_formal_seed2026\mainconf_r1_depth_kmode_late_diag_seed2026_20260808T015558+0000\r1_metrics.csv,depth_rule,late,diag
