family,contrast,metric,seed,candidate,comparator,candidate_value,comparator_value,delta_candidate_minus_comparator,eligible
secondary_selective,diag_vs_none,final_val_loss,2026,selective_diag,selective_none,3.2727749347686768,3.273252487182617,-0.0004775524139404297,True
secondary_selective,diag_vs_none,final_val_loss,2027,selective_diag,selective_none,3.277913808822632,3.27660870552063,0.0013051033020019531,True
secondary_selective,diag_vs_none,normalized_auc,2024,selective_diag,selective_none,3.7634191959656795,3.767818929171492,-0.004399733205812328,True
secondary_selective,diag_vs_none,normalized_auc,2025,selective_diag,selective_none,3.766174219350899,3.7710774873210267,-0.004903267970127523,True
secondary_selective,diag_vs_none,normalized_auc,2026,selective_diag,selective_none,3.7588159014693403,3.7638081800972816,-0.004992278627941271,True
secondary_selective,diag_vs_none,normalized_auc,2027,selective_diag,selective_none,3.764456114937774,3.769622173984494,-0.005166059046719962,True
secondary_selective,diag_vs_none,tail5_mean,2024,selective_diag,selective_none,3.2927287101745604,3.292686605453491,4.210472106924712e-05,True
secondary_selective,diag_vs_none,tail5_mean,2025,selective_diag,selective_none,3.2941745281219483,3.294918727874756,-0.000744199752807706,True
secondary_selective,diag_vs_none,tail5_mean,2026,selective_diag,selective_none,3.291523551940918,3.2924030780792237,-0.0008795261383056641,True
secondary_selective,diag_vs_none,tail5_mean,2027,selective_diag,selective_none,3.2966243267059325,3.2959361553192137,0.0006881713867188388,True
secondary_selective,diag_vs_none,best_val_loss,2024,selective_diag,selective_none,3.273820638656616,3.27337646484375,0.00044417381286621094,True
secondary_selective,diag_vs_none,best_val_loss,2025,selective_diag,selective_none,3.2753446102142334,3.2756595611572266,-0.00031495094299316406,True
secondary_selective,diag_vs_none,best_val_loss,2026,selective_diag,selective_none,3.2727749347686768,3.273252487182617,-0.0004775524139404297,True
secondary_selective,diag_vs_none,best_val_loss,2027,selective_diag,selective_none,3.277913808822632,3.27660870552063,0.0013051033020019531,True
secondary_selective,diag_vs_none,steps_to_target,2024,selective_diag,selective_none,1561.1901139031397,1561.7560335892724,-0.5659196861327018,True
secondary_selective,diag_vs_none,steps_to_target,2025,selective_diag,selective_none,1567.718717093718,1571.6765980498383,-3.9578809561203343,True
secondary_selective,diag_vs_none,steps_to_target,2026,selective_diag,selective_none,1555.6365520815348,1560.2433215320252,-4.606769450490447,True
secondary_selective,diag_vs_none,steps_to_target,2027,selective_diag,selective_none,1578.49007015536,1575.9964405360142,2.493629619345711,True
secondary_selective,diag_vs_none,tokens_to_target,2024,selective_diag,selective_none,613884931.828537,614107460.5038394,-222528.67530238628,True
secondary_selective,diag_vs_none,tokens_to_target,2025,selective_diag,selective_none,616452083.0607234,618008385.1787652,-1556302.1180417538,True
secondary_selective,diag_vs_none,tokens_to_target,2026,selective_diag,selective_none,611701182.4632928,613512637.9195368,-1811455.4562439919,True
secondary_selective,diag_vs_none,tokens_to_target,2027,selective_diag,selective_none,620687551.42621,619707016.3618094,980535.0644006729,True
